age,gender,race,date,city,state,manner_of_death,mental_illness
57,Male,Black,2004-11-08,New Haven,CT,Shot,false
57,Male,Black,2004-11-13,Los Angeles,CA,Shot,false
,Male,Black,2004-11-17,Shelby,NC,Shot,true
19,Male,Black,2004-11-29,Houston,TX,Shot,false
24,Male,Black,2004-12-02,Portland,OR,Shot,false
,Female,Black,2004-12-06,Riverside,CA,Shot,false
40,Male,Black,2004-12-18,Kansas City,KS,Shot,false
29,Female,Black,2005-01-15,Los Angeles,CA,Shot,false
22,Male,Black,2005-01-23,Talladega,AL,Shot,false
74,Male,Black,2005-01-23,Bellflower,CA,Shot,false
34,Male,Black,2005-01-24,Los Angeles,CA,Shot,false
22,Male,Black,2005-01-24,Los Angeles,CA,Shot,false
26,Male,Black,2005-02-23,Houston,TX,Shot,false
16,Male,Black,2005-02-26,Delray Beach,FL,Shot,false
30,Male,Black,2005-02-26,Anthem,AZ,Shot,true
21,Male,Black,2005-03-07,Houston,TX,Shot,false
27,Male,Black,2005-03-11,New Haven,CT,Shot,true
46,Male,Black,2005-03-13,Jacksonville,FL,Shot,false
25,Male,Black,2005-03-24,New Orleans,LA,Shot,false
19,Male,Black,2005-03-25,Dallas,TX,Shot,true
19,Male,Black,2005-04-04,Hephzibah,GA,Shot,false
18,Male,Black,2005-04-08,Wichita,KS,Shot,false
31,Male,Black,2005-04-09,Los Angeles,CA,Shot,false
19,Male,Black,2005-04-12,St. Petersburg,FL,Shot,false
50,Male,Black,2005-04-18,Tuscaloosa,AL,Shot,false
30,Male,Black,2005-04-25,Jackson,MS,Shot,false
25,Male,Black,2005-04-30,Marion,AL,Shot,false
20,Male,Black,2005-05-05,Conyers,GA,Shot,false
18,Male,Black,2005-05-07,Hartford,CT,Shot,false
25,Male,Black,2005-05-11,Los Angeles,CA,Shot,false
48,Male,Black,2005-05-19,Portland,OR,Shot,false
33,Male,Black,2005-05-19,Tampa,FL,Shot,false
40,Male,Black,2005-05-27,Brownwood,TX,Shot,false
16,Male,Black,2005-05-31,River Ridge,LA,Shot,false
21,Male,Black,2005-06-05,Inglewood,CA,Shot,false
27,Male,Black,2005-06-06,Inglewood,CA,Shot,true
25,Male,Black,2005-06-23,Big Sandy,TX,Shot,false
19,Male,Black,2005-06-24,Las Vegas,NV,Shot,false
33,Male,Black,2005-07-06,Houston,TX,Shot,false
25,Male,Black,2005-07-08,Durham,NC,Shot,false
21,Male,Black,2005-07-29,Wilmington,NC,Shot,false
24,Male,Black,2005-08-25,Bridgeport,CT,Shot,false
15,Male,Black,2005-09-01,Cleveland,OH,Shot,false
45,Male,Black,2005-09-02,New Orleans,LA,Shot,false
31,Male,Black,2005-09-02,Algiers,LA,Shot,false
40,Male,Black,2005-09-04,New Orleans,LA,Shot,true
17,Male,Black,2005-09-04,New Orleans,LA,Shot,false
27,Male,Black,2005-09-07,Hawthorne,CA,Shot,false
44,Male,Black,2005-09-12,Baton Rouge,LA,Shot,false
36,Male,Black,2005-09-24,Beverly Hills,CA,Shot,false
36,Male,Black,2005-09-30,Cleveland,OH,Shot,false
19,Male,Black,2005-10-03,Jacksonville,FL,Shot,false
27,Male,Black,2005-10-03,Boston,MA,Shot,false
25,Male,Black,2005-10-14,Lancaster,CA,Shot,false
30,Male,Black,2005-10-18,Tuscumbia,AL,Shot,false
33,Male,Black,2005-10-20,Cleveland,OH,Shot,false
24,Male,Black,2005-10-23,Kansas City,MO,Shot,false
30,Male,Black,2005-11-17,Los Angeles,CA,Shot,false
24,Male,Black,2005-11-25,Fresno,CA,Shot,false
20,Male,Black,2005-12-01,Adel,GA,Shot,false
18,Male,Black,2005-12-11,Cleveland,OH,Shot,false
22,Male,Black,2005-12-23,Friendswood,TX,Shot,false
38,Male,Black,2005-12-26,New Orleans,LA,Shot,true
20,Male,Black,2006-01-02,Kansas City,MO,Shot,false
54,Female,Black,2006-01-25,Plainview,TX,Shot,true
21,Male,Black,2006-02-01,Las Vegas,NV,Shot,false
29,Male,Black,2006-02-02,Houston,TX,Shot,false
46,Male,Black,2006-02-08,Los Angeles,CA,Shot,false
23,Male,Black,2006-02-09,Venice,CA,Shot,false
32,Male,Black,2006-02-09,Las Vegas,NV,Shot,false
24,Male,Black,2006-02-17,Baton Rouge,LA,Shot,false
22,Male,Black,2006-02-17,Compton,CA,Shot,false
36,Male,Black,2006-02-28,Chester,PA,Shot,false
54,Female,Black,2006-03-03,Rochester,NY,Shot,true
39,Male,Black,2006-03-07,Capitol Heights,MD,Shot,false
30,Male,Black,2006-03-08,Hattiesburg,MS,Shot,false
18,Male,Black,2006-03-29,Kansas City,MO,Shot,true
35,Male,Black,2006-03-31,Mesa,AZ,Shot,false
18,Male,Black,2006-04-02,Baytown,TX,Shot,false
30,Male,Black,2006-04-03,Riverside,CA,Shot,true
43,Male,Black,2006-04-06,Jacksonville,FL,Shot,false
62,Male,Black,2006-04-14,Mesa,AZ,Shot,false
36,Male,Black,2006-04-28,Las Vegas,NV,Shot,false
42,Male,Black,2006-05-01,Los Angeles,CA,Shot,false
24,Male,Black,2006-05-03,Bridgeport,CT,Shot,false
46,Male,Black,2006-05-09,New Orleans,LA,Shot,true
17,Male,Black,2006-05-13,Las Vegas,NV,Shot,false
20,Male,Black,2006-05-19,Houston,TX,Shot,false
25,Male,Black,2006-05-21,Norfolk,VA,Shot,true
21,Male,Black,2006-05-31,Kansas City,MO,Shot,true
18,Male,Black,2006-06-02,Charlotte,NC,Shot,false
52,Male,Black,2006-06-03,Los Angeles,CA,Shot,false
16,Male,Black,2006-06-11,Los Angeles,CA,Shot,false
27,Male,Black,2006-06-13,Los Angeles,CA,Shot,false
28,Female,Black,2006-06-19,Houston,TX,Shot,false
21,Male,Black,2006-06-26,Los Angeles,CA,Shot,false
31,Male,Black,2006-07-04,Las Vegas,NV,Shot,false
27,Male,Black,2006-07-06,Asheville,NC,Shot,false
22,Male,Black,2006-07-16,Chicago,IL,Shot,false
24,Male,Black,2006-07-18,Myrtle Beach,SC,Shot,false
36,Male,Black,2006-07-25,San Francisco,CA,Shot,false
45,Male,Black,2006-07-28,Centreville,MS,Shot,false
,Male,Black,2006-07-28,Charlotte,NC,Shot,false
44,Male,Black,2006-08-01,Compton,CA,Shot,false
17,Male,Black,2006-08-02,Oakland,CA,Shot,false
33,Male,Black,2006-08-09,Allendale,SC,Shot,false
19,Male,Black,2006-08-17,Dunn,NC,Shot,false
21,Male,Black,2006-08-25,Lafayette,LA,Shot,false
38,Male,Black,2006-08-26,Birmingham,AL,Shot,true
,Male,Black,2006-09-02,Lithonia,GA,Shot,false
30,Male,Black,2006-09-03,Los Angeles,CA,Shot,false
21,Male,Black,2006-09-04,Santa Monica,CA,Shot,false
27,Male,Black,2006-09-07,Compton,CA,Shot,false
21,Male,Black,2006-09-12,Stone Mountain,GA,Shot,false
27,Male,Black,2006-09-20,Minneapolis,MN,Shot,false
27,Male,Black,2006-09-29,Lakeland,FL,Shot,false
29,Male,Black,2006-10-12,Lake Charles,LA,Shot,true
46,Male,Black,2006-10-23,Houston,TX,Shot,false
24,Male,Black,2006-10-25,Lithonia,GA,Shot,false
21,Male,Black,2006-10-26,Los Angeles,CA,Shot,false
42,Male,Black,2006-10-29,Birmingham,AL,Shot,false
23,Male,Black,2006-10-30,Newburgh,NY,Shot,false
24,Male,Black,2006-11-18,Dallas,TX,Shot,false
92,Female,Black,2006-11-21,Atlanta,GA,Shot,false
23,Male,Black,2006-11-26,Queens,NY,Shot,false
39,Male,Black,2006-12-13,Alexandria,VA,Shot,false
19,Male,Black,2006-12-13,Bronx,NY,Shot,false
51,Male,Black,2006-12-15,Houston,TX,Shot,false
38,Male,Black,2007-01-07,Queens,NY,Shot,true
23,Male,Black,2007-01-08,Houston,TX,Shot,true
24,Male,Black,2007-01-22,Westlake,CA,Shot,false
41,Male,Black,2007-02-02,Fort Myers,FL,Shot,false
22,Male,Black,2007-02-12,Dallas,TX,Shot,false
55,Female,Black,2007-02-12,Kansas City,MO,Shot,false
25,Male,Black,2007-02-24,Los Angeles,CA,Shot,false
28,Male,Black,2007-02-26,Las Vegas,NV,Shot,false
25,Male,Black,2007-03-04,Los Angeles,CA,Shot,false
19,Male,Black,2007-03-22,Dallas,TX,Shot,false
33,Male,Black,2007-03-24,Spokane,WA,Shot,false
23,Male,Black,2007-04-05,Wilmington,NC,Shot,false
27,Male,Black,2007-04-15,College Park,GA,Shot,false
38,Male,Black,2007-04-16,Phoenix,AZ,Shot,true
25,Male,Black,2007-04-23,Kansas City,KS,Shot,false
66,Male,Black,2007-04-23,Rockford,IL,Shot,false
42,Female,Black,2007-05-06,Houston,TX,Shot,true
15,Male,Black,2007-05-06,Dallas,TX,Shot,false
20,Male,Black,2007-05-09,Inglewood,CA,Shot,false
46,Male,Black,2007-05-10,West Saint Paul,MN,Shot,false
60,Male,Black,2007-05-19,Los Angeles,CA,Shot,false
23,Male,Black,2007-05-22,Raleigh,NC,Shot,true
18,Male,Black,2007-05-28,Los Angeles,CA,Shot,false
41,Male,Black,2007-05-30,Savannah,GA,Shot,false
25,Male,Black,2007-06-03,Austin,TX,Shot,false
24,Male,Black,2007-06-06,Las Vegas,NV,Shot,false
24,Female,Black,2007-06-12,Las Vegas,NV,Shot,false
20,Male,Black,2007-06-13,Los Angeles,CA,Shot,false
19,Male,Black,2007-06-14,Fort Lauderdale,FL,Shot,false
35,Male,Black,2007-06-16,Jacksonville,FL,Shot,false
12,Male,Black,2007-06-22,West Memphis,AR,Shot,false
26,Male,Black,2007-06-26,Los Angeles,CA,Shot,false
18,Male,Black,2007-07-02,North Las Vegas,NV,Shot,false
27,Male,Black,2007-07-09,Wilmington,DE,Shot,false
22,Male,Black,2007-07-14,Torrance,CA,Shot,false
20,Male,Black,2007-07-14,Torrance,CA,Shot,false
39,Male,Black,2007-07-21,Houston,TX,Shot,true
24,Male,Black,2007-07-22,Gardena,CA,Shot,false
22,Male,Black,2007-07-27,Fayetteville,NC,Shot,false
26,Male,Black,2007-07-29,East St. Louis,IL,Shot,false
21,Male,Black,2007-07-31,Houston,TX,Shot,true
29,Male,Black,2007-08-03,Kansas City,MO,Shot,false
18,Male,Black,2007-08-06,Chicago,IL,Shot,false
21,Male,Black,2007-08-07,Kansas City,MO,Shot,false
45,Male,Black,2007-08-14,Los Angeles,CA,Shot,false
35,Male,Black,2007-08-20,Houston,TX,Shot,false
20,Male,Black,2007-08-21,Hawthorne,CA,Shot,false
31,Male,Black,2007-08-22,Kansas City,MO,Shot,false
25,Male,Black,2007-09-05,Las Vegas,NV,Shot,true
21,Female,Black,2007-09-09,Hawthorne,CA,Shot,false
14,Male,Black,2007-09-17,Washington,DC,Shot,false
19,Male,Black,2007-09-20,Oakland,CA,Shot,false
17,Male,Black,2007-09-22,Dallas,TX,Shot,false
28,Male,Black,2007-09-24,Jackson,MS,Shot,false
27,Male,Black,2007-10-04,Inglewood,CA,Shot,false
63,Male,Black,2007-10-05,Alexandria,LA,Shot,true
22,Male,Black,2007-10-06,Jacksonville,FL,Shot,false
23,Male,Black,2007-10-14,Tuscaloosa,AL,Shot,false
29,Male,Black,2007-10-18,Houston,TX,Shot,false
19,Male,Black,2007-10-25,North Miami,FL,Shot,false
18,Male,Black,2007-11-01,Mobile,AL,Shot,false
20,Male,Black,2007-11-07,Jackson,MS,Shot,false
21,Male,Black,2007-11-12,Miami,FL,Shot,false
38,Male,Black,2007-11-21,Dorchester,MA,Shot,true
19,Male,Black,2007-12-08,Houston,TX,Shot,false
29,Male,Black,2008-01-01,Brooklyn,NY,Shot,false
45,Male,Black,2008-01-02,Suitland,MD,Shot,false
47,Male,Black,2008-01-04,Los Angeles,CA,Shot,false
26,Female,Black,2008-01-04,Lima,OH,Shot,false
22,Male,Black,2008-01-08,Lafayette,LA,Shot,false
56,Male,Black,2008-01-19,Kansas City,MO,Shot,false
23,Male,Black,2008-01-25,White Plains,NY,Shot,false
20,Male,Black,2008-01-29,Los Angeles,CA,Shot,false
27,Male,Black,2008-01-30,Baltimore,MD,Shot,false
35,Male,Black,2008-01-31,Bridgeport,CT,Shot,false
28,Male,Black,2008-02-06,Las Vegas,NV,Shot,false
51,Female,Black,2008-02-16,Berkeley,CA,Shot,false
25,Male,Black,2008-02-17,Texarkana,TX,Shot,false
38,Male,Black,2008-03-01,Los Angeles,CA,Shot,false
24,Male,Black,2008-03-04,Los Angeles,CA,Shot,false
28,Male,Black,2008-03-08,Port Arthur,TX,Shot,false
71,Male,Black,2008-03-14,Oakland,CA,Shot,false
30,Male,Black,2008-03-25,Jacksonville,FL,Shot,true
31,Male,Black,2008-04-10,Dundee,FL,Shot,false
28,Male,Black,2008-04-11,Houston,TX,Shot,false
24,Male,Black,2008-04-11,El Segundo,CA,Shot,false
21,Male,Black,2008-04-16,East Moline,IL,Shot,false
20,Male,Black,2008-04-18,Dallas,TX,Shot,false
24,Male,Black,2008-04-20,Shreveport,LA,Shot,false
26,Male,Black,2008-05-08,Kansas City,MO,Shot,false
19,Male,Black,2008-05-11,Inglewood,CA,Shot,false
60,Male,Black,2008-05-12,Jackson,MS,Shot,true
27,Male,Black,2008-05-16,Crescent City,CA,Shot,true
21,Male,Black,2008-05-20,North Charlotte,NC,Shot,false
42,Male,Black,2008-05-30,Dallas,TX,Shot,false
30,Male,Black,2008-06-04,Houston,TX,Shot,false
17,Male,Black,2008-06-07,St. Petersburg,FL,Shot,false
44,Male,Black,2008-06-09,Stone Mountain,GA,Shot,false
22,Male,Black,2008-06-23,Jacksonville,FL,Shot,false
26,Male,Black,2008-06-26,Compton,CA,Shot,false
33,Male,Black,2008-06-28,Houston,TX,Shot,false
23,Male,Black,2008-07-01,Inglewood,CA,Shot,false
55,Male,Black,2008-07-08,Kansas City,MO,Shot,false
28,Male,Black,2008-07-15,Atlanta,GA,Shot,false
35,Male,Black,2008-07-19,Dayton,OH,Shot,false
38,Male,Black,2008-07-21,Inglewood,CA,Shot,false
49,Male,Black,2008-07-24,Gonzales,LA,Shot,false
37,Male,Black,2008-07-26,Lafayette,LA,Shot,false
46,Male,Black,2008-07-26,Mooringsport,LA,Shot,false
56,Male,Black,2008-07-31,Los Angeles,CA,Shot,false
17,Male,Black,2008-08-02,Royal Palm Beach,FL,Shot,false
20,Male,Black,2008-08-02,Brooklyn,NY,Shot,false
24,Male,Black,2008-08-03,Las Vegas,NV,Shot,false
24,Male,Black,2008-08-31,Clarksdale,MS,Shot,false
25,Male,Black,2008-09-03,Houston,TX,Shot,false
54,Male,Black,2008-09-07,Kansas City,MO,Shot,true
31,Male,Black,2008-09-16,Dallas,TX,Shot,false
29,Male,Black,2008-09-17,Houston,TX,Shot,false
25,Male,Black,2008-10-01,Rosemead,CA,Shot,false
18,Male,Black,2008-10-12,Childersburg,AL,Shot,false
59,Male,Black,2008-10-12,Birmingham,AL,Shot,true
21,Male,Black,2008-10-26,Brooklyn,NY,Shot,false
22,Male,Black,2008-10-26,Brooklyn,NY,Shot,false
34,Male,Black,2008-10-27,Chicago,IL,Shot,false
45,Male,Black,2008-10-28,Houston,TX,Shot,false
20,Male,Black,2008-10-29,Anaheim,CA,Shot,false
16,Male,Black,2008-11-05,Montgomery,AL,Shot,false
29,Male,Black,2008-11-11,Los Angeles,CA,Shot,false
29,Male,Black,2008-11-13,Frankston,TX,Shot,false
19,Male,Black,2008-11-17,Philadelphia,PA,Shot,false
26,Male,Black,2008-11-24,Augusta,GA,Shot,false
26,Male,Black,2008-11-27,Fayetteville,NC,Shot,true
61,Male,Black,2008-11-29,Houston,TX,Shot,false
17,Male,Black,2008-12-08,Lucedale,MS,Shot,false
19,Male,Black,2008-12-10,Arlington,VA,Shot,false
23,Male,Black,2008-12-14,Augusta,GA,Shot,false
22,Male,Black,2009-01-01,Oakland,CA,Shot,false
22,Male,Black,2009-01-01,New Orleans,LA,Shot,false
23,Male,Black,2009-01-10,East Greenbush,NY,Shot,false
33,Male,Black,2009-01-12,Floyd County,VA,Shot,false
22,Male,Black,2009-01-14,Baltimore,MD,Shot,false
18,Male,Black,2009-01-23,North Las Vegas,NV,Shot,false
44,Male,Black,2009-01-24,Dallas,NC,Shot,false
33,Male,Black,2009-01-26,Fort Myers,FL,Shot,false
36,Male,Black,2009-01-26,Washington,DC,Shot,true
27,Male,Black,2009-02-06,Warner Robins,GA,Shot,false
24,Male,Black,2009-02-08,Jacksonville,FL,Shot,false
22,Male,Black,2009-02-09,Greensboro,NC,Shot,false
61,Male,Black,2009-02-17,Baltimore,MD,Shot,false
38,Male,Black,2009-02-19,Pasadena,CA,Shot,false
73,Male,Black,2009-02-20,Homer,LA,Shot,false
29,Male,Black,2009-02-22,Humboldt,TN,Shot,false
47,Male,Black,2009-03-07,Houston,TX,Shot,false
59,Male,Black,2009-03-12,Los Angeles,CA,Shot,false
55,Male,Black,2009-03-16,Kansas City,MO,Shot,false
26,Male,Black,2009-03-21,Oakland,CA,Shot,false
19,Male,Black,2009-03-26,Kansas City,MO,Shot,false
36,Male,Black,2009-04-22,Buffalo,NY,Shot,false
26,Male,Black,2009-04-25,Portland,ME,Shot,false
29,Male,Black,2009-05-03,Long Beach,CA,Shot,false
21,Male,Black,2009-05-10,Brooklyn,NY,Shot,false
18,Male,Black,2009-05-11,Austin,TX,Shot,false
31,Male,Black,2009-05-17,Inglewood,CA,Shot,false
27,Male,Black,2009-05-22,Birmingham,AL,Shot,false
42,Male,Black,2009-05-26,Humble,TX,Shot,false
18,Male,Black,2009-05-28,Long Beach,CA,Shot,false
25,Male,Black,2009-05-28,New York City,NY,Shot,false
29,Male,Black,2009-06-02,Jacksonville,FL,Shot,false
21,Male,Black,2009-06-06,Gretna,LA,Shot,false
25,Male,Black,2009-06-08,Washington,DC,Shot,false
28,Male,Black,2009-06-08,Waterford,CT,Shot,true
26,Male,Black,2009-06-13,Kansas City,MO,Shot,false
24,Male,Black,2009-06-15,Jacksonville,FL,Shot,false
19,Male,Black,2009-06-28,Ridgeland,MS,Shot,false
23,Male,Black,2009-06-28,Milton,MA,Shot,false
15,Male,Black,2009-07-01,Chattanooga,TN,Shot,false
35,Male,Black,2009-07-07,Reynoldsburg,OH,Shot,false
49,Male,Black,2009-07-11,Brooklyn,NY,Shot,false
27,Male,Black,2009-07-13,Miami,FL,Shot,false
22,Male,Black,2009-07-13,Los Angeles,CA,Shot,false
29,Male,Black,2009-07-14,Houston,TX,Shot,false
27,Male,Black,2009-07-15,Washington,DC,Shot,false
36,Male,Black,2009-07-15,Oakland,CA,Shot,false
26,Male,Black,2009-07-18,East Hartford,CT,Shot,false
32,Male,Black,2009-07-18,Chattanooga,TN,Shot,false
46,Male,Black,2009-07-23,Mobile,AL,Shot,false
26,Male,Black,2009-07-24,Iowa City,IA,Shot,true
15,Male,Black,2009-07-29,New Orleans,LA,Shot,false
39,Male,Black,2009-07-31,Davenport,IA,Shot,false
25,Male,Black,2009-08-01,Schenectady,NY,Shot,false
19,Male,Black,2009-08-06,Los Angeles,CA,Shot,false
37,Male,Black,2009-08-09,Los Angeles,CA,Shot,false
42,Male,Black,2009-08-11,Dartmouth,MA,Shot,true
20,Male,Black,2009-08-16,LaPlace,LA,Shot,false
21,Male,Black,2009-08-22,Jacksonville,FL,Shot,false
23,Male,Black,2009-08-24,Rockford,IL,Shot,false
51,Male,Black,2009-09-02,Washington,DC,Shot,false
59,Male,Black,2009-09-04,Carson,CA,Shot,false
84,Male,Black,2009-09-06,Los Angeles,CA,Shot,false
34,Male,Black,2009-09-07,Saint Paul,MN,Shot,false
40,Male,Black,2009-09-08,Garland,TX,Shot,false
17,Male,Black,2009-09-11,Chicago,IL,Shot,false
36,Male,Black,2009-09-14,Los Angeles,CA,Shot,false
49,Male,Black,2009-09-19,Houston,TX,Shot,false
44,Male,Black,2009-09-24,Jacksonville,FL,Shot,false
27,Male,Black,2009-09-28,Wichita,KS,Shot,false
55,Male,Black,2009-09-28,Pascagoula,MS,Shot,true
15,Male,Black,2009-10-09,Champaign,IL,Shot,false
20,Male,Black,2009-10-14,Dallas,TX,Shot,false
29,Male,Black,2009-10-18,Fort Lauderdale,FL,Shot,false
,Male,Black,2009-10-19,Austell,GA,Shot,false
48,Female,Black,2009-10-23,Albany,GA,Shot,false
53,Male,Black,2009-10-28,Dearborn,MI,Shot,false
29,Male,Black,2009-11-01,Gastonia,NC,Shot,false
32,Male,Black,2009-11-08,Syracuse,NY,Shot,false
41,Male,Black,2009-11-12,Pell City,AL,Shot,false
41,Male,Black,2009-11-12,Richmond,GA,Shot,false
35,Male,Black,2009-11-14,Miami,FL,Shot,false
43,Male,Black,2009-11-15,Brooklyn,NY,Shot,false
26,Male,Black,2009-11-20,Beaumont,TX,Shot,false
18,Male,Black,2009-11-21,Queens,NY,Shot,false
28,Male,Black,2009-11-21,Childress,TX,Shot,false
37,Male,Black,2009-12-01,Seattle,WA,Shot,true
19,Male,Black,2009-12-07,Saint Paul,MN,Shot,false
28,Male,Black,2009-12-22,Flint,MI,Shot,false
19,Male,Black,2009-12-27,Dallas,TX,Shot,false
38,Male,Black,2009-12-28,Austin,TX,Shot,false
20,Male,Black,2009-12-29,Tallassee,AL,Shot,false
66,Male,Black,2010-01-04,Las Vegas,NV,Shot,false
27,Male,Black,2010-01-05,Orlando,FL,Shot,false
66,Male,Black,2010-01-09,Whitehaven,TN,Shot,true
69,Male,Black,2010-01-15,Houston,TX,Shot,false
21,Male,Black,2010-01-15,Valdosta,GA,Shot,false
46,Male,Black,2010-01-21,Newark,NJ,Shot,false
25,Male,Black,2010-01-29,Portland,OR,Shot,true
29,Male,Black,2010-02-09,Lake Charles,LA,Shot,false
18,Male,Black,2010-02-11,Kansas City,MO,Shot,false
40,Male,Black,2010-02-13,Kingsport,TN,Shot,false
37,Male,Black,2010-02-16,Albany,NY,Shot,false
20,Male,Black,2010-02-17,Pittsburgh,PA,Shot,false
39,Male,Black,2010-02-20,Greenville,TX,Shot,false
25,Male,Black,2010-02-22,Vineland,NJ,Shot,true
29,Male,Black,2010-02-23,Ithaca,NY,Shot,true
31,Male,Black,2010-03-10,Dallas,TX,Shot,false
43,Male,Black,2010-03-11,Memphis,TN,Shot,false
30,Male,Black,2010-03-15,Savannah,GA,Shot,false
35,Male,Black,2010-03-16,Indianapolis,IN,Shot,false
24,Female,Black,2010-03-16,Nashville,TN,Shot,false
21,Male,Black,2010-03-19,Houston,TX,Shot,false
27,Male,Black,2010-03-20,Los Angeles,CA,Shot,true
26,Male,Black,2010-03-23,Las Vegas,NV,Shot,false
31,Male,Black,2010-03-26,Jacksonville,FL,Shot,false
38,Male,Black,2010-03-27,Laurel,MS,Shot,false
27,Male,Black,2010-03-31,Lakeland,FL,Shot,false
19,Male,Black,2010-04-03,Dorchester,MA,Shot,false
26,Male,Black,2010-04-09,Darrow,LA,Shot,false
39,Male,Black,2010-04-09,New Orleans,LA,Shot,true
28,Male,Black,2010-04-16,Paterson,NJ,Shot,false
18,Male,Black,2010-04-19,Houston,TX,Shot,false
18,Male,Black,2010-04-19,Arlington,TX,Shot,false
24,Male,Black,2010-04-23,Overland Park,KS,Shot,false
27,Male,Black,2010-04-25,Los Angeles,CA,Shot,false
36,Male,Black,2010-04-28,Montgomery,AL,Shot,false
22,Male,Black,2010-04-28,Lebanon,TN,Shot,false
20,Male,Black,2010-04-28,San Antonio,TX,Shot,false
21,Male,Black,2010-05-01,Saint Paul,MN,Shot,false
34,Male,Black,2010-05-10,Los Angeles,CA,Shot,false
25,Male,Black,2010-05-12,Portland,OR,Shot,true
33,Male,Black,2010-05-14,East Dublin,GA,Shot,false
7,Female,Black,2010-05-16,Detroit,MI,Shot,false
42,Male,Black,2010-05-22,Leavenworth,KS,Shot,false
28,Male,Black,2010-05-29,Jacksonville,FL,Shot,false
32,Male,Black,2010-06-04,Baltimore,MD,Shot,false
24,Male,Black,2010-06-09,Anchorage,AK,Shot,true
21,Male,Black,2010-06-11,Las Vegas,NV,Shot,false
23,Male,Black,2010-06-16,Bellflower,CA,Shot,false
27,Male,Black,2010-06-20,Lancaster,TX,Shot,true
28,Male,Black,2010-07-01,Eufaula,AL,Shot,false
34,Male,Black,2010-07-01,Southfield,MI,Shot,false
42,Male,Black,2010-07-03,Henderson,NV,Shot,true
42,Male,Black,2010-07-07,Kent,WA,Shot,false
15,Male,Black,2010-07-09,Bakersfield,CA,Shot,false
18,Male,Black,2010-07-11,Norfolk,VA,Shot,false
48,Male,Black,2010-07-16,Newark,NJ,Shot,false
49,Male,Black,2010-07-17,Oakland,CA,Shot,true
48,Male,Black,2010-07-18,Oak Ridge,TN,Shot,true
34,Male,Black,2010-07-20,Pikesville,MD,Shot,false
21,Male,Black,2010-07-21,Clementon,NJ,Shot,false
16,Male,Black,2010-07-22,Stockton,CA,Shot,false
16,Male,Black,2010-08-11,Miami,FL,Shot,false
21,Male,Black,2010-08-12,Miami,FL,Shot,false
19,Male,Black,2010-08-20,Miami,FL,Shot,false
32,Male,Black,2010-08-23,Chicago,IL,Shot,false
24,Male,Black,2010-09-02,Oklahoma City,OK,Shot,false
64,Male,Black,2010-09-03,Tacoma,WA,Shot,false
17,Male,Black,2010-09-07,Fort Myers,FL,Shot,false
19,Male,Black,2010-09-18,Chicago,IL,Shot,false
21,Male,Black,2010-09-19,Phoenix,AZ,Shot,false
43,Male,Black,2010-10-04,San Pedro,CA,Shot,false
18,Male,Black,2010-10-07,Los Angeles,CA,Shot,false
43,Male,Black,2010-10-12,Bronx,NY,Shot,false
21,Male,Black,2010-10-16,Thornwood,NY,Shot,false
22,Male,Black,2010-10-24,Summerville,SC,Shot,false
33,Male,Black,2010-10-25,New Orleans,LA,Shot,true
36,Male,Black,2010-10-28,Rutland,VT,Shot,false
25,Male,Black,2010-10-29,Dallas,TX,Shot,false
53,Male,Black,2010-10-29,Athens,GA,Shot,false
32,Male,Black,2010-11-06,Wichita,KS,Shot,false
21,Male,Black,2010-11-08,Los Angeles,CA,Shot,false
37,Male,Black,2010-11-08,Oakland,CA,Shot,false
24,Male,Black,2010-11-10,Jacksonville,FL,Shot,false
61,Male,Black,2010-12-09,Eufaula,AL,Shot,false
34,Male,Black,2010-12-11,Vallejo,CA,Shot,false
20,Female,Black,2010-12-16,Houston,TX,Shot,false
